"tanggal","TEST_NAME","jumlah"
"2022-07-01",Eritrosit,1
"2022-07-01",Hasil,19
"2022-07-01",Hematokrit,1
"2022-07-01",Hemoglobin,1
"2022-07-01",Lekosit,1
"2022-07-01",Limfosit,1
"2022-07-01",MCH,1
"2022-07-01",MCHC,1
"2022-07-01",MCV,1
"2022-07-01",Metamphetamine,1
"2022-07-01",Monosit,1
"2022-07-01",Morphine,1
"2022-07-01",Neutrofil,1
"2022-07-01",NLR,1
"2022-07-01",RDW,1
"2022-07-01",Trigliserida,1
"2022-07-01",Trombosit,1
"2022-07-02",Albumin,1
"2022-07-02",Antigen SARS Cov-19 Nasal,1
"2022-07-02",Antigen SARS-CoV-2 ,16
"2022-07-02",APTT,1
"2022-07-02",Asam Urat,2
"2022-07-02",Bakteri,2
"2022-07-02",Basofil,2
"2022-07-02",Berat Jenis,2
"2022-07-02",Bilirubin,2
"2022-07-02",Darah Samar,2
"2022-07-02",eGFR,2
"2022-07-02",Eosinofil,2
"2022-07-02",Epitel,2
"2022-07-02",Eritrosit,4
"2022-07-02",Esterase Lekosit,2
"2022-07-02",Fibrinogen,1
"2022-07-02",Globulin,1
"2022-07-02",Glukosa,2
"2022-07-02",Glukosa Darah 2 Jam PP,1
"2022-07-02",Glukosa Darah Puasa,2
"2022-07-02",Hasil,22
"2022-07-02",HbA1C,2
"2022-07-02",Hematokrit,2
"2022-07-02",Hemoglobin,2
"2022-07-02",Jamur,2
"2022-07-02",Kalium (K),2
"2022-07-02",Kejernihan,2
"2022-07-02",Keton,2
"2022-07-02",Klorida (Cl),2
"2022-07-02",Kolesterol HDL,3
"2022-07-02",Kolesterol LDL Direk,3
"2022-07-02",Kolesterol Total,3
"2022-07-02",Kreatinin,2
"2022-07-02",Kristal,2
"2022-07-02",Laju Endap Darah (LED),2
"2022-07-02",Lekosit,4
"2022-07-02",Limfosit,2
"2022-07-02",Limfosit Absolut,2
"2022-07-02",MCH,2
"2022-07-02",MCHC,2
"2022-07-02",MCV,2
"2022-07-02",Monosit,2
"2022-07-02",Natrium (Na),2
"2022-07-02",Neutrofil,2
"2022-07-02",Neutrofil Absolut,2
"2022-07-02",Nitrit,2
"2022-07-02",NLR,2
"2022-07-02",pH,2
"2022-07-02",Protein,2
"2022-07-02",Protrombine Time (PT),1
"2022-07-02",RDW,2
"2022-07-02",SGOT,2
"2022-07-02",SGPT,2
"2022-07-02",Silinder,2
"2022-07-02",Total Protein,1
"2022-07-02",Trigliserida,3
"2022-07-02",Trombosit,2
"2022-07-02",Ureum,2
"2022-07-02",Urobilinogen,2
"2022-07-02",Warna,2
"2022-07-03",Antigen SARS Cov-19 Nasal,1
"2022-07-03",Antigen SARS-CoV-2 ,36
"2022-07-03",Basofil,3
"2022-07-03",CRP Kuantitatif,1
"2022-07-03",Dengue NS 1 Ag,1
"2022-07-03",Eosinofil,3
"2022-07-03",Eritrosit,3
"2022-07-03",Hasil,28
"2022-07-03",HBsAg Rapid,1
"2022-07-03",Hematokrit,3
"2022-07-03",Hemoglobin,3
"2022-07-03",Laju Endap Darah (LED),1
"2022-07-03",Lekosit,3
"2022-07-03",Limfosit,3
"2022-07-03",Limfosit Absolut,1
"2022-07-03",MCH,3
"2022-07-03",MCHC,3
"2022-07-03",MCV,3
"2022-07-03",Monosit,3
"2022-07-03",Neutrofil,3
"2022-07-03",Neutrofil Absolut,1
"2022-07-03",NLR,3
"2022-07-03",RDW,3
"2022-07-03",Trombosit,3
"2022-07-04",Amphetamine,1
"2022-07-04",Anti HBs,1
"2022-07-04",Antigen SARS Cov-19 Nasal,4
"2022-07-04",Antigen SARS-CoV-2 ,27
"2022-07-04",Asam Urat,2
"2022-07-04",Basofil,1
"2022-07-04",Benzodiazepin,1
"2022-07-04",Canabis / Mariyuana (THC),1
"2022-07-04",Cocaine,1
"2022-07-04",eGFR,1
"2022-07-04",Eosinofil,1
"2022-07-04",Eritrosit,1
"2022-07-04",Glukosa Darah Puasa,1
"2022-07-04",Hasil,33
"2022-07-04",Hematokrit,1
"2022-07-04",Hemoglobin,1
"2022-07-04",IGRA,1
"2022-07-04",Kolesterol HDL,2
"2022-07-04",Kolesterol LDL,1
"2022-07-04",Kolesterol LDL Direk,1
"2022-07-04",Kolesterol Total,2
"2022-07-04",Kreatinin,1
"2022-07-04",Laju Endap Darah (LED),1
"2022-07-04",Lekosit,1
"2022-07-04",Limfosit,1
"2022-07-04",Limfosit Absolut,1
"2022-07-04",MCH,1
"2022-07-04",MCHC,1
"2022-07-04",MCV,1
"2022-07-04",Metamphetamine,1
"2022-07-04",Monosit,1
"2022-07-04",Morphine,1
"2022-07-04",Neutrofil,1
"2022-07-04",Neutrofil Absolut,1
"2022-07-04",NLR,1
"2022-07-04",RDW,1
"2022-07-04",SGOT,1
"2022-07-04",SGPT,1
"2022-07-04",Trigliserida,2
"2022-07-04",Trombosit,1
"2022-07-04",Ureum,1
"2022-07-05",Anti HIV Rapid Kualiatif,1
"2022-07-05",Antigen SARS Cov-19 Nasal,4
"2022-07-05",Antigen SARS-CoV-2 ,32
"2022-07-05",Basofil,4
"2022-07-05",Eosinofil,4
"2022-07-05",Eritrosit,4
"2022-07-05",Hasil,24
"2022-07-05",Hematokrit,4
"2022-07-05",Hemoglobin,4
"2022-07-05",Kalium (K),1
"2022-07-05",Klorida (Cl),1
"2022-07-05",Laju Endap Darah (LED),1
"2022-07-05",Lekosit,4
"2022-07-05",Limfosit,4
"2022-07-05",Limfosit Absolut,1
"2022-07-05",MCH,4
"2022-07-05",MCHC,4
"2022-07-05",MCV,4
"2022-07-05",Monosit,4
"2022-07-05",Natrium (Na),1
"2022-07-05",Neutrofil,4
"2022-07-05",Neutrofil Absolut,1
"2022-07-05",NLR,4
"2022-07-05",RDW,4
"2022-07-05",SGPT,1
"2022-07-05",Trombosit,4
"2022-07-06",Anti HIV Rapid Kualiatif,1
"2022-07-06",Antigen SARS Cov-19 Nasal,1
"2022-07-06",Antigen SARS-CoV-2 ,22
"2022-07-06",Asam Urat,1
"2022-07-06",Basofil,3
"2022-07-06",Eosinofil,3
"2022-07-06",Eritrosit,3
"2022-07-06",Hasil,35
"2022-07-06",HBsAg Rapid,1
"2022-07-06",Hematokrit,3
"2022-07-06",Hemoglobin,3
"2022-07-06",Kolesterol LDL Direk,1
"2022-07-06",Lekosit,3
"2022-07-06",Limfosit,3
"2022-07-06",MCH,3
"2022-07-06",MCHC,3
"2022-07-06",MCV,3
"2022-07-06",Monosit,3
"2022-07-06",Neutrofil,3
"2022-07-06",NLR,3
"2022-07-06",RDW,3
"2022-07-06",Trigliserida,1
"2022-07-06",Trombosit,3
"2022-07-07",Amphetamine,1
"2022-07-07",Antigen SARS Cov-19 Nasal,2
"2022-07-07",Antigen SARS-CoV-2 ,32
"2022-07-07",Asam Urat,4
"2022-07-07",Basofil,1
"2022-07-07",Benzodiazepin,1
"2022-07-07",Canabis / Mariyuana (THC),1
"2022-07-07",Cocaine,1
"2022-07-07",Eosinofil,1
"2022-07-07",Eritrosit,1
"2022-07-07",Glukosa Darah Puasa,1
"2022-07-07",Glukosa Darah Sewaktu,3
"2022-07-07",Hasil,26
"2022-07-07",Hematokrit,1
"2022-07-07",Hemoglobin,1
"2022-07-07",Kolesterol Total,1
"2022-07-07",Laju Endap Darah (LED),1
"2022-07-07",Lekosit,1
"2022-07-07",Limfosit,1
"2022-07-07",Limfosit Absolut,1
"2022-07-07",MCH,1
"2022-07-07",MCHC,1
"2022-07-07",MCV,1
"2022-07-07",Metamphetamine,1
"2022-07-07",Monosit,1
"2022-07-07",Morphine,1
"2022-07-07",Neutrofil,1
"2022-07-07",Neutrofil Absolut,1
"2022-07-07",NLR,1
"2022-07-07",RDW,1
"2022-07-07",S. Parathyphi CH (Widal),1
"2022-07-07",S. Paratyphi AH (Widal),1
"2022-07-07",S. Paratyphi AO (Widal),1
"2022-07-07",S. Paratyphi BH (Widal),1
"2022-07-07",S. Paratyphi BO (Widal),1
"2022-07-07",S. Paratyphi CO (Widal),1
"2022-07-07",S. Typhi H (Widal),1
"2022-07-07",S. Typhi O (Widal),1
"2022-07-07",Trombosit,1
"2022-07-07",VDRL,1
"2022-07-07",Vitamin D 25 OH,1
"2022-07-08",Albumin,1
"2022-07-08",Amphetamine,1
"2022-07-08",Anti HIV Rapid Kualiatif,1
"2022-07-08",Antigen SARS-CoV-2 ,18
"2022-07-08",Asam Urat,1
"2022-07-08",Bakteri,2
"2022-07-08",Basofil,2
"2022-07-08",Benzodiazepin,1
"2022-07-08",Berat Jenis,2
"2022-07-08",Bilirubin,2
"2022-07-08",Bilirubin Direk,1
"2022-07-08",Bilirubin Indirek,1
"2022-07-08",Bilirubin Total,1
"2022-07-08",Canabis / Mariyuana (THC),1
"2022-07-08",Cocaine,1
"2022-07-08",D-dimer,1
"2022-07-08",Darah Samar,2
"2022-07-08",eGFR,2
"2022-07-08",Eosinofil,2
"2022-07-08",Epitel,2
"2022-07-08",Eritrosit,4
"2022-07-08",Esterase Lekosit,2
"2022-07-08",Ferritin,1
"2022-07-08",Fibrinogen,1
"2022-07-08",Glukosa,2
"2022-07-08",Glukosa Darah 2 Jam PP,1
"2022-07-08",Glukosa Darah Puasa,2
"2022-07-08",Hasil,22
"2022-07-08",HbA1C,3
"2022-07-08",HBsAg Rapid,1
"2022-07-08",Hematokrit,2
"2022-07-08",Hemoglobin,2
"2022-07-08",Jamur,2
"2022-07-08",Kejernihan,2
"2022-07-08",Keton,2
"2022-07-08",Kolesterol HDL,2
"2022-07-08",Kolesterol LDL Direk,2
"2022-07-08",Kolesterol Total,2
"2022-07-08",Kreatinin,2
"2022-07-08",Kristal,2
"2022-07-08",Laju Endap Darah (LED),2
"2022-07-08",Lekosit,4
"2022-07-08",Limfosit,2
"2022-07-08",Limfosit Absolut,2
"2022-07-08",MCH,2
"2022-07-08",MCHC,2
"2022-07-08",MCV,2
"2022-07-08",Metamphetamine,1
"2022-07-08",Monosit,2
"2022-07-08",Morphine,1
"2022-07-08",Neutrofil,2
"2022-07-08",Neutrofil Absolut,2
"2022-07-08",Nitrit,2
"2022-07-08",NLR,2
"2022-07-08",pH,2
"2022-07-08",Protein,2
"2022-07-08",RDW,2
"2022-07-08",SGOT,1
"2022-07-08",SGPT,1
"2022-07-08",Silinder,2
"2022-07-08",Total Protein,1
"2022-07-08",Trigliserida,2
"2022-07-08",Trombosit,2
"2022-07-08",Ureum,1
"2022-07-08",Urobilinogen,2
"2022-07-08",Vitamin D 25 OH,1
"2022-07-08",Warna,2
"2022-07-09",Antigen SARS Cov-19 Nasal,3
"2022-07-09",Antigen SARS-CoV-2 ,25
"2022-07-09",Asam Urat,1
"2022-07-09",Bakteri,1
"2022-07-09",Basofil,2
"2022-07-09",Berat Jenis,1
"2022-07-09",Bilirubin,1
"2022-07-09",Darah Samar,1
"2022-07-09",Eosinofil,2
"2022-07-09",Epitel,1
"2022-07-09",Eritrosit,4
"2022-07-09",Esterase Lekosit,1
"2022-07-09",Glukosa,1
"2022-07-09",Glukosa Darah Puasa,1
"2022-07-09",Hasil,34
"2022-07-09",Hematokrit,2
"2022-07-09",Hemoglobin,2
"2022-07-09",Jamur,1
"2022-07-09",Kejernihan,1
"2022-07-09",Keton,1
"2022-07-09",Kolesterol HDL,1
"2022-07-09",Kolesterol LDL Direk,1
"2022-07-09",Kolesterol Total,1
"2022-07-09",Konsistensi,1
"2022-07-09",Kristal,1
"2022-07-09",Lekosit,3
"2022-07-09",Leukosit,1
"2022-07-09",Limfosit,2
"2022-07-09",MCH,2
"2022-07-09",MCHC,2
"2022-07-09",MCV,2
"2022-07-09",Monosit,2
"2022-07-09",Neutrofil,2
"2022-07-09",Nitrit,1
"2022-07-09",NLR,2
"2022-07-09",pH,1
"2022-07-09",Protein,1
"2022-07-09",RDW,2
"2022-07-09",SGOT,2
"2022-07-09",SGPT,2
"2022-07-09",Silinder,1
"2022-07-09",Telur Cacing,1
"2022-07-09",Trigliserida,1
"2022-07-09",Trombosit,2
"2022-07-09",Urobilinogen,1
"2022-07-09",Warna,2
"2022-07-10",Antigen SARS-CoV-2 ,34
"2022-07-10",Hasil,22
"2022-07-11",Amphetamine,1
"2022-07-11",Antigen SARS-CoV-2 ,31
"2022-07-11",Basofil,2
"2022-07-11",Benzodiazepin,1
"2022-07-11",Canabis / Mariyuana (THC),1
"2022-07-11",Cocaine,1
"2022-07-11",Eosinofil,2
"2022-07-11",Eritrosit,2
"2022-07-11",Hasil,25
"2022-07-11",Hematokrit,2
"2022-07-11",Hemoglobin,2
"2022-07-11",IGRA,1
"2022-07-11",Laju Endap Darah (LED),1
"2022-07-11",Lekosit,2
"2022-07-11",Limfosit,2
"2022-07-11",Limfosit Absolut,1
"2022-07-11",MCH,2
"2022-07-11",MCHC,2
"2022-07-11",MCV,2
"2022-07-11",Metamphetamine,1
"2022-07-11",Monosit,2
"2022-07-11",Morphine,1
"2022-07-11",Neutrofil,2
"2022-07-11",Neutrofil Absolut,1
"2022-07-11",NLR,2
"2022-07-11",RDW,2
"2022-07-11",S. Parathyphi CH (Widal),1
"2022-07-11",S. Paratyphi AH (Widal),1
"2022-07-11",S. Paratyphi AO (Widal),1
"2022-07-11",S. Paratyphi BH (Widal),1
"2022-07-11",S. Paratyphi BO (Widal),1
"2022-07-11",S. Paratyphi CO (Widal),1
"2022-07-11",S. Typhi H (Widal),1
"2022-07-11",S. Typhi O (Widal),1
"2022-07-11",Trombosit,2
"2022-07-12",Antigen SARS Cov-19 Nasal,1
"2022-07-12",Antigen SARS-CoV-2 ,33
"2022-07-12",Basofil,2
"2022-07-12",Eosinofil,2
"2022-07-12",Eritrosit,2
"2022-07-12",Hasil,15
"2022-07-12",Hematokrit,2
"2022-07-12",Hemoglobin,2
"2022-07-12",Laju Endap Darah (LED),1
"2022-07-12",Lekosit,2
"2022-07-12",Limfosit,2
"2022-07-12",Limfosit Absolut,1
"2022-07-12",MCH,2
"2022-07-12",MCHC,2
"2022-07-12",MCV,2
"2022-07-12",Monosit,2
"2022-07-12",Neutrofil,2
"2022-07-12",Neutrofil Absolut,1
"2022-07-12",NLR,2
"2022-07-12",RDW,2
"2022-07-12",Trombosit,2
"2022-07-13",Antigen SARS Cov-19 Nasal,3
"2022-07-13",Antigen SARS-CoV-2 ,39
"2022-07-13",Bakteri,1
"2022-07-13",Basofil,3
"2022-07-13",Berat Jenis,1
"2022-07-13",Bilirubin,1
"2022-07-13",Darah Samar,1
"2022-07-13",Eosinofil,3
"2022-07-13",Epitel,1
"2022-07-13",Eritrosit,4
"2022-07-13",Esterase Lekosit,1
"2022-07-13",Glukosa,1
"2022-07-13",Hasil,47
"2022-07-13",Hematokrit,3
"2022-07-13",Hemoglobin,3
"2022-07-13",Jamur,1
"2022-07-13",Kejernihan,1
"2022-07-13",Keton,1
"2022-07-13",Kolesterol HDL,1
"2022-07-13",Kolesterol LDL Direk,1
"2022-07-13",Kolesterol Total,3
"2022-07-13",Kristal,1
"2022-07-13",Laju Endap Darah (LED),1
"2022-07-13",Lekosit,4
"2022-07-13",Limfosit,3
"2022-07-13",Limfosit Absolut,1
"2022-07-13",MCH,3
"2022-07-13",MCHC,3
"2022-07-13",MCV,3
"2022-07-13",Monosit,3
"2022-07-13",Neutrofil,3
"2022-07-13",Neutrofil Absolut,1
"2022-07-13",Nitrit,1
"2022-07-13",NLR,3
"2022-07-13",pH,1
"2022-07-13",Protein,1
"2022-07-13",RDW,3
"2022-07-13",S. Parathyphi CH (Widal),1
"2022-07-13",S. Paratyphi AH (Widal),1
"2022-07-13",S. Paratyphi AO (Widal),1
"2022-07-13",S. Paratyphi BH (Widal),1
"2022-07-13",S. Paratyphi BO (Widal),1
"2022-07-13",S. Paratyphi CO (Widal),1
"2022-07-13",S. Typhi H (Widal),1
"2022-07-13",S. Typhi O (Widal),1
"2022-07-13",Silinder,1
"2022-07-13",Trigliserida,1
"2022-07-13",Trombosit,3
"2022-07-13",Urobilinogen,1
"2022-07-13",Warna,1
"2022-07-14",Antigen SARS-CoV-2 ,31
"2022-07-14",Basofil,3
"2022-07-14",Bilirubin Total,1
"2022-07-14",Eosinofil,3
"2022-07-14",Eritrosit,3
"2022-07-14",Glukosa Darah 2 Jam PP,1
"2022-07-14",Glukosa Darah Puasa,1
"2022-07-14",Hasil,28
"2022-07-14",HbA1C,1
"2022-07-14",Hematokrit,3
"2022-07-14",Hemoglobin,3
"2022-07-14",Kolesterol HDL,2
"2022-07-14",Kolesterol LDL Direk,2
"2022-07-14",Kolesterol Total,2
"2022-07-14",Laju Endap Darah (LED),1
"2022-07-14",Lekosit,3
"2022-07-14",Limfosit,3
"2022-07-14",Limfosit Absolut,1
"2022-07-14",MCH,3
"2022-07-14",MCHC,3
"2022-07-14",MCV,3
"2022-07-14",Monosit,3
"2022-07-14",Neutrofil,3
"2022-07-14",Neutrofil Absolut,1
"2022-07-14",NLR,3
"2022-07-14",RDW,3
"2022-07-14",S. Parathyphi CH (Widal),1
"2022-07-14",S. Paratyphi AH (Widal),1
"2022-07-14",S. Paratyphi AO (Widal),1
"2022-07-14",S. Paratyphi BH (Widal),1
"2022-07-14",S. Paratyphi BO (Widal),1
"2022-07-14",S. Paratyphi CO (Widal),1
"2022-07-14",S. Typhi H (Widal),1
"2022-07-14",S. Typhi O (Widal),1
"2022-07-14",SARS-CoV2 Antibody (Kuantitatif),1
"2022-07-14",SGOT,1
"2022-07-14",SGPT,1
"2022-07-14",Trigliserida,1
"2022-07-14",Trombosit,3
"2022-07-15",Amphetamine,1
"2022-07-15",Antigen SARS Cov-19 Nasal,6
"2022-07-15",Antigen SARS-CoV-2 ,32
"2022-07-15",Asam Urat,1
"2022-07-15",Basofil,1
"2022-07-15",Benzodiazepin,1
"2022-07-15",Canabis / Mariyuana (THC),1
"2022-07-15",Cocaine,1
"2022-07-15",Eosinofil,1
"2022-07-15",Eritrosit,1
"2022-07-15",Glukosa Darah 2 Jam PP,1
"2022-07-15",Glukosa Darah Puasa,1
"2022-07-15",Hasil,26
"2022-07-15",Hematokrit,1
"2022-07-15",Hemoglobin,1
"2022-07-15",Kolesterol HDL,1
"2022-07-15",Kolesterol LDL Direk,1
"2022-07-15",Kolesterol Total,1
"2022-07-15",Lekosit,1
"2022-07-15",Limfosit,1
"2022-07-15",MCH,1
"2022-07-15",MCHC,1
"2022-07-15",MCV,1
"2022-07-15",Metamphetamine,1
"2022-07-15",Monosit,1
"2022-07-15",Morphine,1
"2022-07-15",Neutrofil,1
"2022-07-15",NLR,1
"2022-07-15",RDW,1
"2022-07-15",Trigliserida,1
"2022-07-15",Trombosit,1
"2022-07-16",Antigen SARS-CoV-2 ,32
"2022-07-16",Hasil,30
"2022-07-17",Amphetamine,1
"2022-07-17",Antigen SARS Cov-19 Nasal,8
"2022-07-17",Antigen SARS-CoV-2 ,53
"2022-07-17",Basofil,3
"2022-07-17",Benzodiazepin,1
"2022-07-17",Canabis / Mariyuana (THC),1
"2022-07-17",Cocaine,1
"2022-07-17",Eosinofil,3
"2022-07-17",Eritrosit,3
"2022-07-17",Hasil,34
"2022-07-17",Hematokrit,3
"2022-07-17",Hemoglobin,3
"2022-07-17",Kolesterol HDL,1
"2022-07-17",Kolesterol LDL Direk,1
"2022-07-17",Kolesterol Total,1
"2022-07-17",Laju Endap Darah (LED),1
"2022-07-17",Lekosit,3
"2022-07-17",Limfosit,3
"2022-07-17",Limfosit Absolut,1
"2022-07-17",MCH,3
"2022-07-17",MCHC,3
"2022-07-17",MCV,3
"2022-07-17",Metamphetamine,1
"2022-07-17",Monosit,3
"2022-07-17",Morphine,1
"2022-07-17",Neutrofil,3
"2022-07-17",Neutrofil Absolut,1
"2022-07-17",NLR,3
"2022-07-17",RDW,3
"2022-07-17",S. Parathyphi CH (Widal),1
"2022-07-17",S. Paratyphi AH (Widal),1
"2022-07-17",S. Paratyphi AO (Widal),1
"2022-07-17",S. Paratyphi BH (Widal),1
"2022-07-17",S. Paratyphi BO (Widal),1
"2022-07-17",S. Paratyphi CO (Widal),1
"2022-07-17",S. Typhi H (Widal),1
"2022-07-17",S. Typhi O (Widal),1
"2022-07-17",Trigliserida,1
"2022-07-17",Trombosit,3
"2022-07-18",Amphetamine,1
"2022-07-18",Antigen SARS Cov-19 Nasal,4
"2022-07-18",Antigen SARS-CoV-2 ,28
"2022-07-18",Basofil,1
"2022-07-18",Benzodiazepin,1
"2022-07-18",Canabis / Mariyuana (THC),1
"2022-07-18",Cocaine,1
"2022-07-18",Eosinofil,1
"2022-07-18",Eritrosit,1
"2022-07-18",Hasil,27
"2022-07-18",Hematokrit,1
"2022-07-18",Hemoglobin,1
"2022-07-18",Kolesterol Total,1
"2022-07-18",Lekosit,1
"2022-07-18",Limfosit,1
"2022-07-18",MCH,1
"2022-07-18",MCHC,1
"2022-07-18",MCV,1
"2022-07-18",Metamphetamine,1
"2022-07-18",Monosit,1
"2022-07-18",Morphine,1
"2022-07-18",Neutrofil,1
"2022-07-18",NLR,1
"2022-07-18",RDW,1
"2022-07-18",S. Parathyphi CH (Widal),1
"2022-07-18",S. Paratyphi AH (Widal),1
"2022-07-18",S. Paratyphi AO (Widal),1
"2022-07-18",S. Paratyphi BH (Widal),1
"2022-07-18",S. Paratyphi BO (Widal),1
"2022-07-18",S. Paratyphi CO (Widal),1
"2022-07-18",S. Typhi H (Widal),1
"2022-07-18",S. Typhi O (Widal),1
"2022-07-18",Trombosit,1
"2022-07-19",Alfa Feto Protein (AFP),1
"2022-07-19",Amphetamine,1
"2022-07-19",Anti HCV,1
"2022-07-19",Antigen SARS Cov-19 Nasal,2
"2022-07-19",Antigen SARS-CoV-2 ,38
"2022-07-19",APTT,1
"2022-07-19",Asam Urat,1
"2022-07-19",Bakteri,1
"2022-07-19",Basofil,6
"2022-07-19",Benzodiazepin,1
"2022-07-19",Berat Jenis,1
"2022-07-19",Bilirubin,1
"2022-07-19",Bilirubin Direk,1
"2022-07-19",Bilirubin Indirek,1
"2022-07-19",Bilirubin Total,2
"2022-07-19",Canabis / Mariyuana (THC),1
"2022-07-19",Cocaine,1
"2022-07-19",Darah Samar,1
"2022-07-19",Eosinofil,6
"2022-07-19",Epitel,1
"2022-07-19",Eritrosit,8
"2022-07-19",Esterase Lekosit,1
"2022-07-19",Glukosa,1
"2022-07-19",Glukosa 2 Jam (GTT),1
"2022-07-19",Glukosa Darah 2 Jam PP,1
"2022-07-19",Glukosa Darah Puasa,2
"2022-07-19",Glukosa Puasa (GTT),1
"2022-07-19",Hasil,20
"2022-07-19",HbA1C,1
"2022-07-19",HBsAg,1
"2022-07-19",Hematokrit,6
"2022-07-19",Hemoglobin,6
"2022-07-19",Jamur,1
"2022-07-19",Kejernihan,1
"2022-07-19",Keton,1
"2022-07-19",Kolesterol HDL,4
"2022-07-19",Kolesterol LDL,3
"2022-07-19",Kolesterol LDL Direk,1
"2022-07-19",Kolesterol Total,4
"2022-07-19",Konsistensi,1
"2022-07-19",Kristal,1
"2022-07-19",Laju Endap Darah (LED),4
"2022-07-19",Lekosit,7
"2022-07-19",Leukosit,1
"2022-07-19",Limfosit,6
"2022-07-19",Limfosit Absolut,4
"2022-07-19",MCH,6
"2022-07-19",MCHC,6
"2022-07-19",MCV,6
"2022-07-19",Metamphetamine,1
"2022-07-19",Monosit,6
"2022-07-19",Morphine,1
"2022-07-19",Neutrofil,6
"2022-07-19",Neutrofil Absolut,4
"2022-07-19",Nitrit,1
"2022-07-19",NLR,6
"2022-07-19",pH,1
"2022-07-19",Protein,1
"2022-07-19",Protrombine Time (PT),1
"2022-07-19",RDW,6
"2022-07-19",S. Parathyphi CH (Widal),1
"2022-07-19",S. Paratyphi AH (Widal),1
"2022-07-19",S. Paratyphi AO (Widal),1
"2022-07-19",S. Paratyphi BH (Widal),1
"2022-07-19",S. Paratyphi BO (Widal),1
"2022-07-19",S. Paratyphi CO (Widal),1
"2022-07-19",S. Typhi H (Widal),1
"2022-07-19",S. Typhi O (Widal),1
"2022-07-19",SGOT,1
"2022-07-19",SGPT,2
"2022-07-19",Silinder,1
"2022-07-19",Telur Cacing,1
"2022-07-19",Trigliserida,4
"2022-07-19",Trombosit,6
"2022-07-19",Urobilinogen,1
"2022-07-19",Warna,2
"2022-07-20",Antigen SARS Cov-19 Nasal,3
"2022-07-20",Antigen SARS-CoV-2 ,32
"2022-07-20",Basofil,3
"2022-07-20",eGFR,2
"2022-07-20",Eosinofil,3
"2022-07-20",Eritrosit,3
"2022-07-20",Glukosa Darah Puasa,1
"2022-07-20",Hasil,28
"2022-07-20",Hematokrit,3
"2022-07-20",Hemoglobin,3
"2022-07-20",Kolesterol HDL,1
"2022-07-20",Kolesterol LDL Direk,1
"2022-07-20",Kolesterol Total,1
"2022-07-20",Kreatinin,2
"2022-07-20",Laju Endap Darah (LED),1
"2022-07-20",Lekosit,3
"2022-07-20",Limfosit,3
"2022-07-20",Limfosit Absolut,1
"2022-07-20",MCH,3
"2022-07-20",MCHC,3
"2022-07-20",MCV,3
"2022-07-20",Monosit,3
"2022-07-20",Neutrofil,3
"2022-07-20",Neutrofil Absolut,1
"2022-07-20",NLR,3
"2022-07-20",RDW,3
"2022-07-20",Trigliserida,1
"2022-07-20",Trombosit,3
"2022-07-20",Ureum,1
"2022-07-21",Anti HIV Rapid Kualiatif,1
"2022-07-21",Antigen SARS Cov-19 Nasal,2
"2022-07-21",Antigen SARS-CoV-2 ,39
"2022-07-21",Asam Urat,1
"2022-07-21",Bakteri (UR),1
"2022-07-21",Basofil,6
"2022-07-21",Bilirubin Bayi,1
"2022-07-21",Bilirubin Direk,1
"2022-07-21",Bilirubin Indirek,1
"2022-07-21",eGFR,1
"2022-07-21",Eosinofil,6
"2022-07-21",Epitel (UR),1
"2022-07-21",Eritrosit,6
"2022-07-21",Eritrosit (UR),1
"2022-07-21",Free T4 (FT4),1
"2022-07-21",Glukosa (UR),1
"2022-07-21",Glukosa Darah Puasa,1
"2022-07-21",Glukosa Darah Sewaktu,1
"2022-07-21",Hasil,20
"2022-07-21",HbA1C,1
"2022-07-21",HBsAg Rapid,1
"2022-07-21",Hematokrit,6
"2022-07-21",Hemoglobin,6
"2022-07-21",Kejernihan (UR),1
"2022-07-21",Kreatinin,1
"2022-07-21",Kristal (UR),1
"2022-07-21",Lain - lain (UR),1
"2022-07-21",Laju Endap Darah (LED),1
"2022-07-21",Lekosit,6
"2022-07-21",Lekosit (UR),1
"2022-07-21",Limfosit,6
"2022-07-21",Limfosit Absolut,1
"2022-07-21",MCH,6
"2022-07-21",MCHC,6
"2022-07-21",MCV,6
"2022-07-21",Monosit,6
"2022-07-21",Neutrofil,6
"2022-07-21",Neutrofil Absolut,1
"2022-07-21",NLR,6
"2022-07-21",Protein (UR),1
"2022-07-21",RDW,6
"2022-07-21",S. Parathyphi CH (Widal),1
"2022-07-21",S. Paratyphi AH (Widal),1
"2022-07-21",S. Paratyphi AO (Widal),1
"2022-07-21",S. Paratyphi BH (Widal),1
"2022-07-21",S. Paratyphi BO (Widal),1
"2022-07-21",S. Paratyphi CO (Widal),1
"2022-07-21",S. Typhi H (Widal),1
"2022-07-21",S. Typhi O (Widal),1
"2022-07-21",SGOT,1
"2022-07-21",SGPT,1
"2022-07-21",Silinder (UR),1
"2022-07-21",TPHA,1
"2022-07-21",Trigliserida,1
"2022-07-21",Trombosit,6
"2022-07-21",TSHs,1
"2022-07-21",Ureum,1
"2022-07-21",VDRL,1
"2022-07-21",Warna (UR),1
"2022-07-22",Amphetamine,1
"2022-07-22",Antigen SARS Cov-19 Nasal,2
"2022-07-22",Antigen SARS-CoV-2 ,29
"2022-07-22",Asam Urat,2
"2022-07-22",Bakteri,1
"2022-07-22",Basofil,3
"2022-07-22",Benzodiazepin,1
"2022-07-22",Berat Jenis,1
