"tahun_bulan","LIST_TEST","PAY","jumlah_pembelian","income"
"2022-03","Hematologi Lengkap, Glukosa Darah Sewaktu, ACA IgM, Anti Toxoplasma IgM, Anti Rubella IgM, Anti HSV 2 IgM, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",2985000.0,1,2985000.0
"2023-01","Hematologi Rutin, Ferritin, Analisa Hb (HPLC), Glukosa Darah Puasa, Glukosa Toleransi Test (GTT 1x), Anti ds-DNA, ANA, Urine Lengkap ",2966000.0,1,2966000.0
"2021-11","Anti HBs, Anti HCV, Anti Toxoplasma IgM, Anti Rubella IgM, Anti CMV IgM, Anti HSV 2 IgM, VDRL",2889000.0,1,2889000.0
"2022-11","Anti Toxoplasma IgG, Anti Rubella IgG, Anti Rubella IgM, Anti CMV IgG, Anti CMV IgM, Anti Toxoplasma IgM",2885000.0,1,2885000.0
"2022-08","Vitamin D 25 OH, ANA Profile, T3 (Total), T4 (Total), TSHs",2859000.0,1,2859000.0
"2022-06","LH, FSH, Prolactin, Testosteron, Analisa Sperma",2845000.0,1,2845000.0
"2022-03","APTT, Fibrinogen, D-dimer, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, PT Dan INR, Agregasi Trombosit",2640000.0,1,2640000.0
"2022-06","Anti Mullerian Hormon (AMH), LH, FSH, Estradiol",2575000.0,1,2575000.0
"2022-04","Hematologi Lengkap, Gambaran Darah Tepi, Ferritin, Vitamin D 25 OH, Total Protein, Albumin, Trigliserida, HbA1C, Anti HIV Rapid Kualiatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",2520000.0,1,2520000.0
"2022-07","Hematologi Lengkap, Gambaran Darah Tepi, Ferritin, Vitamin D 25 OH, Total Protein, Albumin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, HbA1C, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",2505000.0,1,2505000.0
"2022-12","Albumin, HCV RNA Kualitatif",2405000.0,1,2405000.0
"2022-11","Hematologi Lengkap, Ferritin, Vitamin D 25 OH, SGOT, SGPT, Ureum, Kreatinin, Glukosa Darah Sewaktu, Aviditas Anti Toxoplasma IgG, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap , Anti HCV Rapid Kualitatif",2331000.0,1,2331000.0
"2021-12","Vitamin D 25 OH, ACA IgG, ACA IgM",2330000.0,1,2330000.0
"2022-10","Hematologi Lengkap, Golongan Darah, Glukosa Darah Puasa, Anti CMV IgG, Anti CMV IgM, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap , Anti HCV Rapid Kualitatif, Anti-HBs kualitatif",2266000.0,1,2266000.0
"2022-07",Atopy Alergi,2250000.0,1,2250000.0
"2022-10","Hematologi Rutin, Golongan Darah, D-dimer, Glukosa Darah Sewaktu, HbA1C, Anti Rubella IgM, Anti Toxoplasma IgM",2210000.0,1,2210000.0
"2023-02","Hematologi Lengkap, SGOT, SGPT, Gamma GT, Alkali Fosfatase, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HBsAg, Free T4 (FT4), TSHs, Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik, Thorax PA, USG Whole Abdomen, USG Mammae, TREADMILL TEST, Anti-HBs kualitatif, Kreatinin ( eGFR )",2151100.0,1,2151100.0
"2022-03",Atopy Alergi,2050000.0,1,2050000.0
"2023-04","Hematologi Lengkap, Golongan Darah, Gambaran Darah Tepi, Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin, Hb - Elektroforesis, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",2010000.0,1,2010000.0
"2021-11","Hematologi Lengkap, Vitamin D 25 OH, APTT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Kalsium (Ca), Rheumatoid Faktor (RF), Agregasi Trombosit",2005000.0,1,2005000.0
"2022-06","Lp (a), LDH, Homosistein",1959500.0,1,1959500.0
"2022-03","Hematologi Lengkap, SGOT, SGPT, Ureum, Glukosa Darah Puasa, HbA1C, Kalsium Ion, Natrium (Na), Kalium (K), Klorida (Cl), CRP Kuantitatif, Kreatinin",1895000.0,1,1895000.0
"2022-08","Anti Toxoplasma IgG, Anti CMV IgG, Anti CMV IgM, Anti Toxoplasma IgM",1880000.0,1,1880000.0
"2022-04","Hematologi Lengkap, Anti Dengue IgG - IgM, Anti S. Typhi IgM (Tubex), CRP Kuantitatif, PCR SARS CoV-2 - Reguler",1830000.0,1,1830000.0
"2022-11","SGPT, Kreatinin, Asam Urat, Glukosa Darah Sewaktu, Kalsium (Ca), ANA IF, CRP Kuantitatif, Rheumatoid Faktor (RF)",1825000.0,1,1825000.0
"2021-09","Hematologi Rutin, Protrombine Time (PT), APTT, INR, SGOT, SGPT, Ureum, Kreatinin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",1821000.0,1,1821000.0
"2022-08","Hematologi Lengkap, D-dimer, SGPT, Free T4 (FT4), CRP Kuantitatif, Kreatinin",1820000.0,1,1820000.0
"2023-03","Lp (a), LDH, Homosistein",1782000.0,1,1782000.0
"2021-07","D-dimer, PCR SARS CoV-2 - Reguler",1735000.0,1,1735000.0
"2023-04","Hematologi Rutin, Ferritin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa, HbA1C, Elektrolit Serum (Na-K-Cl), Urine Lengkap ",1721000.0,1,1721000.0
"2022-05","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Glukosa Darah Puasa, Pro BNP, Kreatinin",1718500.0,1,1718500.0
"2023-04","CA 19-9, Anti Mullerian Hormon (AMH)",1710000.0,1,1710000.0
"2023-03","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap , SCREENING NARKOBA, Faeces Lengkap, Elektrokardiogram, Pemeriksaan Fisik, Thorax PA",1706000.0,1,1706000.0
"2022-07","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Elektrolit Serum (Na-K-Cl), Urine Lengkap , Kreatinin",1705000.0,1,1705000.0
"2022-09","T3 (Total), T4 (Total), Free T3 (FT3), TSHs",1689000.0,1,1689000.0
"2023-02","Hematologi Lengkap, SGOT, SGPT, Alkali Fosfatase, Cholinesterasi (CHE), Bilirubin Total, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , Elektrokardiogram, Thorax PA, Kreatinin ( eGFR )",1663000.0,1,1663000.0
"2023-05","SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Glukosa Darah Sewaktu, Elektrolit Serum (Na-K-Cl), Free T4 (FT4), TSHs",1655000.0,1,1655000.0
"2022-12","Anti H. Pylori IgG, Anti H. Pylori IgM",1640000.0,1,1640000.0
"2023-01","LH, FSH, Testosteron",1610000.0,1,1610000.0
"2022-07","Hematologi Rutin, Protrombine Time (PT), APTT, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HBsAg, Anti HCV",1595000.0,1,1595000.0
"2022-06","Hematologi Lengkap, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kalsium Ion, Natrium (Na), Kalium (K), Klorida (Cl), Urine Lengkap , Kreatinin",1590000.0,1,1590000.0
"2021-10","Hematologi Lengkap, D-dimer, SGOT, SGPT, Total Protein, Albumin, Ureum, Kreatinin, Asam Urat, HbA1C, Kalsium (Ca), Elektrolit Urine (Na-K-Cl)",1547000.0,1,1547000.0
"2021-12","D-dimer, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, HbA1C, Agregasi Trombosit",1529000.0,1,1529000.0
"2022-09","Hematologi Rutin, D-dimer, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Kreatinin",1525000.0,1,1525000.0
"2023-05","Hematologi Lengkap, Ureum, Elektrolit Serum (Na-K-Cl), CRP Kuantitatif, PCR SARS CoV-2 (CITO 1), Kreatinin ( eGFR )",1490000.0,1,1490000.0
"2022-07","Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol HDL, Kolesterol LDL, Trigliserida, HbA1C, Glukosa Toleransi Test (GTT 1x), Alfa Feto Protein (AFP)",1480000.0,1,1480000.0
"2023-04","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , SCREENING NARKOBA, Elektrokardiogram, Thorax PA, Kreatinin ( eGFR )",1446000.0,1,1446000.0
"2022-07","Fibrinogen, D-dimer, HbA1C, Kreatinin",1445000.0,1,1445000.0
"2022-08","Hematologi Lengkap, D-dimer, SGOT, SGPT, Ureum, Asam Urat, LDH, Kreatinin",1445000.0,1,1445000.0
"2022-04","Hematologi Rutin, SGOT, SGPT, Gamma GT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Ureum, CEA, Urine Lengkap , Kreatinin",1435000.0,1,1435000.0
"2022-06","Hematologi Rutin, SGOT, SGPT, Gamma GT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Ureum, CEA, Urine Lengkap , Kreatinin",1435000.0,1,1435000.0
"2022-04","HBsAg, Anti HAV IgM, Anti HCV",1435000.0,1,1435000.0
"2022-10","Free T3 (FT3), Free T4 (FT4), TSHs",1428000.0,1,1428000.0
"2023-03","Hematologi Rutin, Golongan Darah, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, HBsAg, Anti HIV Rapid Kualitatif, Urine Lengkap ",1426000.0,1,1426000.0
"2022-09","D-dimer, HbA1C, Elektrolit Serum (Na-K-Cl)",1425000.0,1,1425000.0
"2022-11",ANA Profile,1400000.0,1,1400000.0
"2023-02",ANA Profile,1400000.0,1,1400000.0
"2022-02","Hematologi Rutin, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",1391000.0,1,1391000.0
"2022-07","Hematologi Rutin, SGOT, SGPT, Ureum, Glukosa Darah Sewaktu, HbA1C, Anti HIV Rapid Kualiatif, HBsAg Rapid, TPHA, VDRL, Urine Rutin , Kreatinin",1355000.0,1,1355000.0
"2023-03","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , HCG Pregnancy Test, Elektrokardiogram, Thorax PA, Kreatinin ( eGFR )",1353000.0,1,1353000.0
"2022-08","Hematologi Lengkap, Golongan Darah, Serum Iron (S I), Ferritin, SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek",1330000.0,1,1330000.0
"2022-09","Anti Toxoplasma IgG, Anti Rubella IgG, Anti CMV IgG",1325000.0,1,1325000.0
"2023-03","Hematologi Lengkap, Gambaran Darah Tepi, Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin",1312000.0,1,1312000.0
"2023-05","Anti Toxoplasma IgG, Anti Rubella IgG, Anti Rubella IgM, Anti Toxoplasma IgM",1310000.0,1,1310000.0
"2021-12","Hematologi Lengkap, SGOT, SGPT, Gamma GT, Alkali Fosfatase, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",1300000.0,1,1300000.0
"2022-10","Hematologi Lengkap, Ferritin, Vitamin D 25 OH, Total Protein, Albumin, Trigliserida, Glukosa Darah Puasa, Urine Lengkap ",1291000.0,1,1291000.0
"2022-11","Hematologi Lengkap, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, Urine Lengkap , PCR SARS CoV-2 - Reguler",1281000.0,1,1281000.0
"2022-04","Hematologi Rutin, Ferritin, Vitamin D 25 OH, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",1275000.0,1,1275000.0
"2023-01","Hematologi Rutin, Fibrinogen, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",1275000.0,1,1275000.0
"2022-12","Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap , Kreatinin ( eGFR )",1271000.0,1,1271000.0
"2023-03","Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",1271000.0,1,1271000.0
"2021-11","Hematologi Lengkap, D-dimer, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Agregasi Trombosit",1269000.0,1,1269000.0
"2022-10","Hematologi Lengkap, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",1261000.0,1,1261000.0
"2022-03","Hematologi Lengkap, TSHs, Tiroglobulin (H TG)",1250000.0,1,1250000.0
"2023-04",IGRA,1242000.0,1,1242000.0
"2023-03","Hematologi Rutin, Protrombine Time (PT), APTT, PCR SARS CoV-2 - Reguler, Thorax PA",1234000.0,1,1234000.0
"2022-10","Hematologi Rutin, Ferritin, Vitamin D 25 OH, Glukosa Darah Puasa, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",1231000.0,1,1231000.0
"2022-12","Hematologi Lengkap, Anti Dengue IgG - IgM, Anti S. Typhi IgM (Tubex)",1230000.0,1,1230000.0
"2022-07","Hematologi Lengkap, Ferritin, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, VDRL, Urine Lengkap , Kreatinin",1215000.0,1,1215000.0
"2021-11","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",1210000.0,1,1210000.0
"2022-07","Vitamin D 25 OH, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Kreatinin",1210000.0,1,1210000.0
"2021-06","Hematologi Lengkap, Anti HIV, HBsAg Rapid, TPHA, Urine Lengkap ",1205000.0,1,1205000.0
"2022-08",PA Jaringan Besar,1200000.0,1,1200000.0
"2022-09",PA Jaringan Besar,1200000.0,1,1200000.0
"2022-10",PA Jaringan Besar,1200000.0,1,1200000.0
"2022-12",PA Jaringan Besar,1200000.0,1,1200000.0
"2023-03",PA Jaringan Besar,1200000.0,1,1200000.0
"2023-05",PA Jaringan Besar,1200000.0,1,1200000.0
"2023-03","Fibrinogen, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kreatinin ( eGFR )",1200000.0,1,1200000.0
"2022-02","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, HbA1C, Kreatinin, Agregasi Trombosit",1191200.0,1,1191200.0
"2022-04","Anti Toxoplasma IgM, Aviditas Anti Toxoplasma IgG, VDRL",1185000.0,1,1185000.0
"2023-02","Hematologi Lengkap, Ureum, Glukosa Darah Puasa, Kalsium (Ca), Elektrolit Serum (Na-K-Cl), CRP Kuantitatif, Kreatinin ( eGFR )",1180000.0,1,1180000.0
"2021-07","Hematologi Lengkap, Widal, PCR SARS CoV-2 - Reguler",1166000.0,1,1166000.0
"2023-03","Hematologi Lengkap, Retikulosit (Hema), Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin, Urine Lengkap ",1165000.0,1,1165000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Gamma GT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ratio Kolesterol Total / HDL, Ureum, Asam Urat, Glukosa Darah Puasa, HbA1C, HBsAg, PSA Total, Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik, Thorax PA, USG Whole Abdomen, TREADMILL TEST, Anti-HBs kualitatif, Kreatinin",1162514.0,1,1162514.0
"2022-06","Hematologi Lengkap, Golongan Darah, Ferritin, Glukosa Toleransi Test (GTT 1x), Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",1160000.0,1,1160000.0
"2022-12","D-dimer, Antigen SARS-CoV-2 , CRP Kuantitatif",1155000.0,1,1155000.0
"2022-08","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap , Kreatinin",1151000.0,1,1151000.0
"2022-07","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Kreatinin, Agregasi Trombosit",1150000.0,1,1150000.0
"2022-12","Hematologi Rutin, SGOT, SGPT, Ureum, Kreatinin, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Anti HCV Rapid Kualitatif",1150000.0,1,1150000.0
"2022-11","D-dimer, PT Dan INR",1145000.0,1,1145000.0
"2022-10","Asam Urat, Free T3 (FT3), TSHs, Elektrokardiogram",1143000.0,1,1143000.0
"2022-05","Hematologi Rutin, D-dimer, Kolesterol Total, Kolesterol HDL, Trigliserida",1130000.0,1,1130000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Gamma GT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ratio Kolesterol Total / HDL, Ureum, Asam Urat, Glukosa Darah Puasa, HbA1C, PSA Total, Urine Lengkap , Elektrokardiogram, Pemeriksaan Fisik, Thorax PA, USG Whole Abdomen, TREADMILL TEST, Kreatinin",1125764.0,1,1125764.0
"2022-09","Hematologi Rutin, Masa Perdarahan (BT), Masa Pembekuan (CT), SGOT, SGPT, Ureum, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, PCR SARS CoV-2 - Reguler, Kreatinin",1120000.0,1,1120000.0
"2021-07","Hematologi Rutin, PCR SARS CoV-2 (CITO 1)",1115000.0,1,1115000.0
"2023-02","T3 (Total), T4 (Total), TSHs",1111000.0,1,1111000.0
"2022-07","Hematologi Lengkap, APTT, SGOT, SGPT, Ureum, Urine Lengkap , Kreatinin, PT Dan INR",1110000.0,1,1110000.0
"2023-03","Hematologi Lengkap, Glukosa Darah Sewaktu, HbA1C, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",1106000.0,1,1106000.0
"2023-01","Hematologi Lengkap, Dengue NS 1 Ag, Anti S. Typhi IgM (Tubex)",1105000.0,1,1105000.0
"2023-03","Hematologi Lengkap, Dengue NS 1 Ag, Anti S. Typhi IgM (Tubex)",1105000.0,1,1105000.0
"2021-09","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",1104000.0,1,1104000.0
"2022-02","Hematologi Lengkap, Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin",1104000.0,1,1104000.0
"2022-07",PA Jaringan Sedang,1100000.0,1,1100000.0
"2021-12","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",1099000.0,1,1099000.0
"2022-01","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",1099000.0,1,1099000.0
"2022-06","Hematologi Lengkap, Protrombine Time (PT), APTT, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HBsAg Rapid, Anti HCV Rapid Kualitatif",1090000.0,1,1090000.0
"2022-11","FSH, Testosteron",1085000.0,1,1085000.0
"2023-02","Hematologi Lengkap, SGOT, SGPT, Bilirubin Total, Bilirubin Direk, Bilirubin Indirek, Elektrolit Serum (Na-K-Cl)",1085000.0,1,1085000.0
"2023-05","SGOT, SGPT, Anti HAV Total, Anti HCV",1085000.0,1,1085000.0
"2023-02","Hematologi Lengkap, Ureum, Elektrolit Serum (Na-K-Cl), CRP Kuantitatif, Urine Lengkap , Kreatinin ( eGFR )",1081000.0,1,1081000.0
"2023-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Elektrolit Serum (Na-K-Cl), Urine Lengkap , Kreatinin ( eGFR )",1076000.0,1,1076000.0
"2021-08","Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",1070000.0,1,1070000.0
"2022-11","Hematologi Lengkap, Ureum, Kreatinin, Widal, Dengue NS 1 Ag",1070000.0,1,1070000.0
"2023-05","Anti Rubella IgM, Anti CMV IgM, Anti Toxoplasma IgM",1070000.0,1,1070000.0
"2023-03","Hematologi Rutin, SGOT, SGPT, Albumin, Ureum, Elektrolit Serum (Na-K-Cl), HBsAg Rapid, Kreatinin ( eGFR )",1065000.0,1,1065000.0
"2023-02","Hematologi Lengkap, SGPT, Kolesterol LDL Direk, Trigliserida, Ureum, Glukosa Darah Puasa, Urine Lengkap , Kreatinin ( eGFR ), PT Dan INR",1061000.0,1,1061000.0
"2022-03","D-dimer, PCR SARS CoV-2 - Reguler",1055000.0,1,1055000.0
"2022-04","Ferritin, Kultur Urine",1055000.0,1,1055000.0
"2022-06","Hematologi Rutin, Protrombine Time (PT), APTT, SGOT, SGPT, Ureum, Glukosa Darah Sewaktu, Kreatinin",1050000.0,1,1050000.0
"2022-09","Hematologi Rutin, HbA1C, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",1036000.0,1,1036000.0
"2022-05","Hematologi Lengkap, Golongan Darah, Ferritin, Glukosa Toleransi Test (GTT 1x), HBsAg Rapid, Urine Lengkap ",1035000.0,1,1035000.0
"2022-02","Hematologi Lengkap, Ureum, Natrium (Na), Kalium (K), Klorida (Cl), PCR SARS CoV-2 - Reguler, Kreatinin",1031000.0,1,1031000.0
"2022-11",IGRA,1031000.0,1,1031000.0
"2023-01","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, HbA1C, Kreatinin ( eGFR )",1030000.0,1,1030000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , Elektrokardiogram",1021000.0,1,1021000.0
"2022-06","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Kreatinin",1015000.0,1,1015000.0
"2021-11","Ferritin, Vitamin D 25 OH, Albumin",1014000.0,1,1014000.0
"2022-04","Urine Lengkap , Faeces Rutin, Darah Samar, Kultur Urine",1010000.0,1,1010000.0
"2023-05","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Elektrolit Serum (Na-K-Cl), Kreatinin ( eGFR )",1002000.0,1,1002000.0
"2022-06","Hematologi Lengkap, Vitamin D 25 OH, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",1000000.0,1,1000000.0
"2023-02","Hematologi Lengkap, Ureum, Elektrolit Serum (Na-K-Cl), CRP Kuantitatif, Kreatinin ( eGFR )",1000000.0,1,1000000.0
"2022-04","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Super Cito",990000.0,1,990000.0
"2023-05","Hematologi Lengkap, Golongan Darah, SGOT, SGPT, Alkali Fosfatase, Ureum, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , SCREENING NARKOBA, Faeces Lengkap, Thorax PA, Kreatinin ( eGFR )",990000.0,1,990000.0
"2023-05",NT pro BNP,990000.0,1,990000.0
"2023-02","T3 (Total), T4 (Total), TSHS Neonatus",986000.0,1,986000.0
"2022-07","Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",985000.0,1,985000.0
"2023-01","Vitamin D 25 OH, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL",975000.0,1,975000.0
"2023-01","Hematologi Rutin, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C, Urine Lengkap ",971000.0,1,971000.0
"2021-12","Hematologi Lengkap, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",964000.0,1,964000.0
"2021-11","Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",958000.0,1,958000.0
"2022-02","Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",958000.0,1,958000.0
"2023-01","Hematologi Lengkap, HBsAg, Anti HIV Rapid Kualitatif, TPHA, VDRL, Urine Lengkap ",956000.0,1,956000.0
"2022-06","Hematologi Lengkap, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Anti HCV Rapid Kualitatif",950000.0,1,950000.0
"2022-11",PA Jaringan Sedang,950000.0,1,950000.0
"2023-03",PA Jaringan Sedang,950000.0,1,950000.0
"2021-06","Hematologi Lengkap, PCR SARS CoV-2 - Reguler",947000.0,1,947000.0
"2021-07","Hematologi Lengkap, PCR SARS CoV-2 - Reguler",947000.0,1,947000.0
"2021-11","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Urine Lengkap ",945000.0,1,945000.0
"2022-11","Hematologi Lengkap, Dengue NS 1 Ag, PCR SARS CoV-2 - Reguler",945000.0,1,945000.0
"2023-02","Hematologi Lengkap, Anti HIV Rapid Kualitatif, TPHA, VDRL, Elektrokardiogram, Thorax PA",940000.0,1,940000.0
"2022-03","Hematologi Lengkap, Widal, Dengue NS 1 Ag",935000.0,1,935000.0
"2023-03","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Kreatinin ( eGFR )",926000.0,1,926000.0
